venue_name,street,city,region,postal_code,website,instagram,facebook,google_maps,search_query,robots_url,scrape_allowed,notes
KFC,5032 Sunset Road,Charlotte,NC,28269,https://locations.kfc.com/nc/charlotte/5032-sunset-rd/,,,https://www.google.com/maps/search/?api=1&query=KFC%205032%20Sunset%20Road%20Charlotte%20NC,"KFC 5032 Sunset Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://locations.kfc.com/robots.txt,true,
KFC,5540 University Pointe Boulevard,Charlotte,NC,28262,https://locations.kfc.com/nc/charlotte/5540-university-pointe-blvd,,,https://www.google.com/maps/search/?api=1&query=KFC%205540%20University%20Pointe%20Boulevard%20Charlotte%20NC,"KFC 5540 University Pointe Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://locations.kfc.com/robots.txt,true,
KFC,6424 Albemarle Road,Charlotte,NC,28212,https://locations.kfc.com/nc/charlotte/6424-albemarle-rd,,,https://www.google.com/maps/search/?api=1&query=KFC%206424%20Albemarle%20Road%20Charlotte%20NC,"KFC 6424 Albemarle Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://locations.kfc.com/robots.txt,true,
KFC,1101 North Wendover Road,Charlotte,NC,28211,https://locations.kfc.com/nc/charlotte/1101-n-wendover-rd,,,https://www.google.com/maps/search/?api=1&query=KFC%201101%20North%20Wendover%20Road%20Charlotte%20NC,"KFC 1101 North Wendover Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://locations.kfc.com/robots.txt,true,
Kickstand Burger Bar,1101 Central Avenue,Charlotte,NC,28204,,,,https://www.google.com/maps/search/?api=1&query=Kickstand%20Burger%20Bar%201101%20Central%20Avenue%20Charlotte%20NC,"Kickstand Burger Bar 1101 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Kid Cashew,1608 East Boulevard,Charlotte,NC,28203,,,,https://www.google.com/maps/search/?api=1&query=Kid%20Cashew%201608%20East%20Boulevard%20Charlotte%20NC,"Kid Cashew 1608 East Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Killer Coffee,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Killer%20Coffee%20%20Charlotte%20NC,"Killer Coffee  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
King Crab,7401 East Independence Boulevard,Charlotte,NC,28227,,,,https://www.google.com/maps/search/?api=1&query=King%20Crab%207401%20East%20Independence%20Boulevard%20Charlotte%20NC,"King Crab 7401 East Independence Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Koishi Restaurant & Sushi Bar,120 North Sharon Amity Road,Charlotte,NC,28211,,,,https://www.google.com/maps/search/?api=1&query=Koishi%20Restaurant%20%26%20Sushi%20Bar%20120%20North%20Sharon%20Amity%20Road%20Charlotte%20NC,"Koishi Restaurant & Sushi Bar 120 North Sharon Amity Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Konnichiwa,1315 East Boulevard,Charlotte,NC,28203,https://konnichiwacharlotte.com/,,,https://www.google.com/maps/search/?api=1&query=Konnichiwa%201315%20East%20Boulevard%20Charlotte%20NC,"Konnichiwa 1315 East Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://konnichiwacharlotte.com/robots.txt,true,
Krispy Kreme,119 North Sharon Amity Road,Charlotte,NC,28211,,,,https://www.google.com/maps/search/?api=1&query=Krispy%20Kreme%20119%20North%20Sharon%20Amity%20Road%20Charlotte%20NC,"Krispy Kreme 119 North Sharon Amity Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Krispy Kreme,2116 Hawkins Street,Charlotte,NC,28203,https://www.krispykreme.com,,,https://www.google.com/maps/search/?api=1&query=Krispy%20Kreme%202116%20Hawkins%20Street%20Charlotte%20NC,"Krispy Kreme 2116 Hawkins Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.krispykreme.com/robots.txt,true,
Krustaceans Seafood,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Krustaceans%20Seafood%20%20Charlotte%20NC,"Krustaceans Seafood  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Kung Fu Tea,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Kung%20Fu%20Tea%20%20Charlotte%20NC,"Kung Fu Tea  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Kung Pao Wok,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Kung%20Pao%20Wok%20%20Charlotte%20NC,"Kung Pao Wok  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
La Autentica,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=La%20Autentica%20%20Charlotte%20NC,"La Autentica  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
La Capital MX,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=La%20Capital%20MX%20%20Charlotte%20NC,"La Capital MX  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
La Caseta,1801 North Graham Street,Charlotte,NC,28206,https://www.lacasetaclt.com/,,,https://www.google.com/maps/search/?api=1&query=La%20Caseta%201801%20North%20Graham%20Street%20Charlotte%20NC,"La Caseta 1801 North Graham Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.lacasetaclt.com/robots.txt,,
La Ceiba Bar and Grill,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=La%20Ceiba%20Bar%20and%20Grill%20%20Charlotte%20NC,"La Ceiba Bar and Grill  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
La Isla Tropical,2200 Thrift Road,Charlotte,NC,28208,,,,https://www.google.com/maps/search/?api=1&query=La%20Isla%20Tropical%202200%20Thrift%20Road%20Charlotte%20NC,"La Isla Tropical 2200 Thrift Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
la Madeleine Express,5501 Josh Birmingham PArkway,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=la%20Madeleine%20Express%205501%20Josh%20Birmingham%20PArkway%20Charlotte%20NC,"la Madeleine Express 5501 Josh Birmingham PArkway Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
La Preferida,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=La%20Preferida%20%20Charlotte%20NC,"La Preferida  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
La Sa-Son,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=La%20Sa-Son%20%20Charlotte%20NC,"La Sa-Son  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
La Shish Kabob,3117 North Sharon Amity Road,Charlotte,NC,28205,https://lashishkabob.org/,,,https://www.google.com/maps/search/?api=1&query=La%20Shish%20Kabob%203117%20North%20Sharon%20Amity%20Road%20Charlotte%20NC,"La Shish Kabob 3117 North Sharon Amity Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://lashishkabob.org/robots.txt,false,
La Unica,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=La%20Unica%20%20Charlotte%20NC,"La Unica  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Labaratory,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Labaratory%20%20Charlotte%20NC,"Labaratory  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Lang Van,3019 Shamrock Drive,Charlotte,NC,28205,,,,https://www.google.com/maps/search/?api=1&query=Lang%20Van%203019%20Shamrock%20Drive%20Charlotte%20NC,"Lang Van 3019 Shamrock Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Le Kebab Mediterranean Grill,350 East McCullough Drive,Charlotte,NC,28262,https://www.lekebabgrill.com/,,,https://www.google.com/maps/search/?api=1&query=Le%20Kebab%20Mediterranean%20Grill%20350%20East%20McCullough%20Drive%20Charlotte%20NC,"Le Kebab Mediterranean Grill 350 East McCullough Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.lekebabgrill.com/robots.txt,,
Lebowski's Neighborhood Grill,1524 East Boulevard,Charlotte,NC,28203,,,,https://www.google.com/maps/search/?api=1&query=Lebowski's%20Neighborhood%20Grill%201524%20East%20Boulevard%20Charlotte%20NC,"Lebowski's Neighborhood Grill 1524 East Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Lee's Hoagie House,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Lee's%20Hoagie%20House%20%20Charlotte%20NC,"Lee's Hoagie House  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Legion Brewing,1906 Commonwealth Avenue,Charlotte,NC,28205,,,,https://www.google.com/maps/search/?api=1&query=Legion%20Brewing%201906%20Commonwealth%20Avenue%20Charlotte%20NC,"Legion Brewing 1906 Commonwealth Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Legion Brewing South Park,5610 Carnegie Boulevard,Charlotte,NC,28209,,,,https://www.google.com/maps/search/?api=1&query=Legion%20Brewing%20South%20Park%205610%20Carnegie%20Boulevard%20Charlotte%20NC,"Legion Brewing South Park 5610 Carnegie Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Legion Brewing West Morehead,2013 West Morehead Street,Charlotte,NC,28208,,,,https://www.google.com/maps/search/?api=1&query=Legion%20Brewing%20West%20Morehead%202013%20West%20Morehead%20Street%20Charlotte%20NC,"Legion Brewing West Morehead 2013 West Morehead Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Lenny Boy Brewing Co.,3000 South Tryon Street,Charlotte,NC,28217,,,,https://www.google.com/maps/search/?api=1&query=Lenny%20Boy%20Brewing%20Co.%203000%20South%20Tryon%20Street%20Charlotte%20NC,"Lenny Boy Brewing Co. 3000 South Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Leroy Fox,705 South Sharon Amity Road,Charlotte,NC,28211,https://leroyfox.com/,,,https://www.google.com/maps/search/?api=1&query=Leroy%20Fox%20705%20South%20Sharon%20Amity%20Road%20Charlotte%20NC,"Leroy Fox 705 South Sharon Amity Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://leroyfox.com/robots.txt,true,
Leroy Fox Southend,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Leroy%20Fox%20Southend%20%20Charlotte%20NC,"Leroy Fox Southend  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Let's Meat KBBQ,1400 South Church Street,Charlotte,NC,28203,,,,https://www.google.com/maps/search/?api=1&query=Let's%20Meat%20KBBQ%201400%20South%20Church%20Street%20Charlotte%20NC,"Let's Meat KBBQ 1400 South Church Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Libretto's Pizzaria,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Libretto's%20Pizzaria%20%20Charlotte%20NC,"Libretto's Pizzaria  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Lincoln Street Kitchen & Cocktails,309 Lincoln Street,Charlotte,NC,28203,,,,https://www.google.com/maps/search/?api=1&query=Lincoln%20Street%20Kitchen%20%26%20Cocktails%20309%20Lincoln%20Street%20Charlotte%20NC,"Lincoln Street Kitchen & Cocktails 309 Lincoln Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Lincolns Haberdashery,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Lincolns%20Haberdashery%20%20Charlotte%20NC,"Lincolns Haberdashery  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Link & Pin,155 New Bern Street,Charlotte,NC,28209,https://www.linkandpin.com/,,,https://www.google.com/maps/search/?api=1&query=Link%20%26%20Pin%20155%20New%20Bern%20Street%20Charlotte%20NC,"Link & Pin 155 New Bern Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.linkandpin.com/robots.txt,false,
Link & Pin,8128 Providence Road,Charlotte,NC,28226,https://www.linkandpin.com,,,https://www.google.com/maps/search/?api=1&query=Link%20%26%20Pin%208128%20Providence%20Road%20Charlotte%20NC,"Link & Pin 8128 Providence Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.linkandpin.com/robots.txt,false,
Little Big Burger,10012 Benfield Road,Charlotte,NC,28269,,,,https://www.google.com/maps/search/?api=1&query=Little%20Big%20Burger%2010012%20Benfield%20Road%20Charlotte%20NC,"Little Big Burger 10012 Benfield Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Little Caesars,1916 Sardis Road North,Charlotte,NC,28270,,,,https://www.google.com/maps/search/?api=1&query=Little%20Caesars%201916%20Sardis%20Road%20North%20Charlotte%20NC,"Little Caesars 1916 Sardis Road North Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Little Caesars,,Charlotte,NC,,https://littlecaesars.com/en-us/store/12424/,,,https://www.google.com/maps/search/?api=1&query=Little%20Caesars%20%20Charlotte%20NC,"Little Caesars  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://littlecaesars.com/robots.txt,,
Little Caesars,3320 Wilkinson Boulevard,Charlotte,NC,28208,https://littlecaesars.com/en-us/store/8965/,,,https://www.google.com/maps/search/?api=1&query=Little%20Caesars%203320%20Wilkinson%20Boulevard%20Charlotte%20NC,"Little Caesars 3320 Wilkinson Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://littlecaesars.com/robots.txt,,
Little Caesars,228 Eastway Drive,Charlotte,NC,28215,https://littlecaesars.com/en-us/store/931/,,,https://www.google.com/maps/search/?api=1&query=Little%20Caesars%20228%20Eastway%20Drive%20Charlotte%20NC,"Little Caesars 228 Eastway Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://littlecaesars.com/robots.txt,,
Little Caesars,9009 Albemarle Road,Charlotte,NC,28227,https://littlecaesars.com/en-us/store/8957,,,https://www.google.com/maps/search/?api=1&query=Little%20Caesars%209009%20Albemarle%20Road%20Charlotte%20NC,"Little Caesars 9009 Albemarle Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://littlecaesars.com/robots.txt,,
Little China Restaurant,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Little%20China%20Restaurant%20%20Charlotte%20NC,"Little China Restaurant  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Little Mama's Italian,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Little%20Mama's%20Italian%20%20Charlotte%20NC,"Little Mama's Italian  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
LongHorn Steakhouse,8115 Old Mallard Creek Road,Charlotte,NC,28262,,,,https://www.google.com/maps/search/?api=1&query=LongHorn%20Steakhouse%208115%20Old%20Mallard%20Creek%20Road%20Charlotte%20NC,"LongHorn Steakhouse 8115 Old Mallard Creek Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
LongHorn Steakhouse,4909 Trojan Drive,Charlotte,NC,28278,,,,https://www.google.com/maps/search/?api=1&query=LongHorn%20Steakhouse%204909%20Trojan%20Drive%20Charlotte%20NC,"LongHorn Steakhouse 4909 Trojan Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Lorenzo's Pizza,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Lorenzo's%20Pizza%20%20Charlotte%20NC,"Lorenzo's Pizza  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Los Arcos,3542 Mount Holly-Huntersville Road,Charlotte,NC,28216,,,,https://www.google.com/maps/search/?api=1&query=Los%20Arcos%203542%20Mount%20Holly-Huntersville%20Road%20Charlotte%20NC,"Los Arcos 3542 Mount Holly-Huntersville Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Los Arcos Mexican Restaurant,8619 J W Clay Boulevard,Charlotte,NC,28262,http://www.los-arcos-restaurant.com/,,,https://www.google.com/maps/search/?api=1&query=Los%20Arcos%20Mexican%20Restaurant%208619%20J%20W%20Clay%20Boulevard%20Charlotte%20NC,"Los Arcos Mexican Restaurant 8619 J W Clay Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",http://www.los-arcos-restaurant.com/robots.txt,,
Los Pinos,911,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Los%20Pinos%20911%20Charlotte%20NC,"Los Pinos 911 Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Lost Worlds Brewing,,Charlotte,NC,,https://www.lostworldsbeer.com,,,https://www.google.com/maps/search/?api=1&query=Lost%20Worlds%20Brewing%20%20Charlotte%20NC,"Lost Worlds Brewing  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.lostworldsbeer.com/robots.txt,false,
Lower Left Brewing Co.,4528 Nations Crossing Road,Charlotte,NC,28217,,,,https://www.google.com/maps/search/?api=1&query=Lower%20Left%20Brewing%20Co.%204528%20Nations%20Crossing%20Road%20Charlotte%20NC,"Lower Left Brewing Co. 4528 Nations Crossing Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Lucky Lou's Tavern,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Lucky%20Lou's%20Tavern%20%20Charlotte%20NC,"Lucky Lou's Tavern  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Luisa's Brick Over Pizzeria,,Charlotte,NC,,https://www.luisasbrickovenpizzeriamenu.com,,,https://www.google.com/maps/search/?api=1&query=Luisa's%20Brick%20Over%20Pizzeria%20%20Charlotte%20NC,"Luisa's Brick Over Pizzeria  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.luisasbrickovenpizzeriamenu.com/robots.txt,,
Luna's Living Kitchen,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Luna's%20Living%20Kitchen%20%20Charlotte%20NC,"Luna's Living Kitchen  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Lupies Cafe,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Lupies%20Cafe%20%20Charlotte%20NC,"Lupies Cafe  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Lupitas Carniceria y Tortilleria,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Lupitas%20Carniceria%20y%20Tortilleria%20%20Charlotte%20NC,"Lupitas Carniceria y Tortilleria  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Mac Tabby,3204 North Davidson Street,Charlotte,NC,28205,https://www.mactabby.com/,,,https://www.google.com/maps/search/?api=1&query=Mac%20Tabby%203204%20North%20Davidson%20Street%20Charlotte%20NC,"Mac Tabby 3204 North Davidson Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.mactabby.com/robots.txt,false,
Mac's Speed Shop,2511 South Boulevard,Charlotte,NC,28203,,,,https://www.google.com/maps/search/?api=1&query=Mac's%20Speed%20Shop%202511%20South%20Boulevard%20Charlotte%20NC,"Mac's Speed Shop 2511 South Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Mac's Speed Shop,2414 Sandy Porter Road,Charlotte,NC,28273,https://macspeedshop.com/,,,https://www.google.com/maps/search/?api=1&query=Mac's%20Speed%20Shop%202414%20Sandy%20Porter%20Road%20Charlotte%20NC,"Mac's Speed Shop 2414 Sandy Porter Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://macspeedshop.com/robots.txt,true,
Macado's,8650 University City Boulevard,Charlotte,NC,28213,,,,https://www.google.com/maps/search/?api=1&query=Macado's%208650%20University%20City%20Boulevard%20Charlotte%20NC,"Macado's 8650 University City Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Mad Dash,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Mad%20Dash%20%20Charlotte%20NC,"Mad Dash  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Madison Perk Coffee Bar,5033 South Boulevard,Charlotte,NC,28217,https://www.themadperk.com/,,,https://www.google.com/maps/search/?api=1&query=Madison%20Perk%20Coffee%20Bar%205033%20South%20Boulevard%20Charlotte%20NC,"Madison Perk Coffee Bar 5033 South Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.themadperk.com/robots.txt,,
Maggiano's Little Italy,4400 sharon road,Charlotte,NC,28210,,,,https://www.google.com/maps/search/?api=1&query=Maggiano's%20Little%20Italy%204400%20sharon%20road%20Charlotte%20NC,"Maggiano's Little Italy 4400 sharon road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Maharani Indian Cuisine,,Charlotte,NC,,https://maharanicharlotte.com/,,,https://www.google.com/maps/search/?api=1&query=Maharani%20Indian%20Cuisine%20%20Charlotte%20NC,"Maharani Indian Cuisine  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://maharanicharlotte.com/robots.txt,false,
Malaya Kitchen Asian Fusion,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Malaya%20Kitchen%20Asian%20Fusion%20%20Charlotte%20NC,"Malaya Kitchen Asian Fusion  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Mama Gee's,509 Beatties Ford Road,Charlotte,NC,28216,,,,https://www.google.com/maps/search/?api=1&query=Mama%20Gee's%20509%20Beatties%20Ford%20Road%20Charlotte%20NC,"Mama Gee's 509 Beatties Ford Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Mama Ricotta's,601 South Kings Drive,Charlotte,NC,28204,https://www.mamaricottas.com/,,,https://www.google.com/maps/search/?api=1&query=Mama%20Ricotta's%20601%20South%20Kings%20Drive%20Charlotte%20NC,"Mama Ricotta's 601 South Kings Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.mamaricottas.com/robots.txt,false,
Mama's Caribbean Grill,1504 Central Avenue,Charlotte,NC,28205,,,,https://www.google.com/maps/search/?api=1&query=Mama's%20Caribbean%20Grill%201504%20Central%20Avenue%20Charlotte%20NC,"Mama's Caribbean Grill 1504 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Manhattan Bagel,8040 Providence Road,Charlotte,NC,28277,,,,https://www.google.com/maps/search/?api=1&query=Manhattan%20Bagel%208040%20Providence%20Road%20Charlotte%20NC,"Manhattan Bagel 8040 Providence Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Mano Bella,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Mano%20Bella%20%20Charlotte%20NC,"Mano Bella  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Maple Street Biscuit Company,2725 South Boulevard,Charlotte,NC,28209,https://www.maplestreetbiscuits.com,,,https://www.google.com/maps/search/?api=1&query=Maple%20Street%20Biscuit%20Company%202725%20South%20Boulevard%20Charlotte%20NC,"Maple Street Biscuit Company 2725 South Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.maplestreetbiscuits.com/robots.txt,false,
Marco's Pizza,11218 Providence Road West,Charlotte,NC,28277,,,,https://www.google.com/maps/search/?api=1&query=Marco's%20Pizza%2011218%20Providence%20Road%20West%20Charlotte%20NC,"Marco's Pizza 11218 Providence Road West Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Marco's Pizza,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Marco's%20Pizza%20%20Charlotte%20NC,"Marco's Pizza  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Maria's Grill,2801 West Sugar Creek Road,Charlotte,NC,28269,,,,https://www.google.com/maps/search/?api=1&query=Maria's%20Grill%202801%20West%20Sugar%20Creek%20Road%20Charlotte%20NC,"Maria's Grill 2801 West Sugar Creek Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Marias Mexican Restaurant,5234 South Boulevard,Charlotte,NC,28217,https://mariasmexicanrestaurantcharlotte.com/,,,https://www.google.com/maps/search/?api=1&query=Marias%20Mexican%20Restaurant%205234%20South%20Boulevard%20Charlotte%20NC,"Marias Mexican Restaurant 5234 South Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://mariasmexicanrestaurantcharlotte.com/robots.txt,false,
Marina's Tapas,,Charlotte,NC,,https://marinastapas.com,,,https://www.google.com/maps/search/?api=1&query=Marina's%20Tapas%20%20Charlotte%20NC,"Marina's Tapas  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://marinastapas.com/robots.txt,,
Masa Sushi,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Masa%20Sushi%20%20Charlotte%20NC,"Masa Sushi  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
McAlister's Deli,8046-D Providence Road,Charlotte,NC,28226,,,,https://www.google.com/maps/search/?api=1&query=McAlister's%20Deli%208046-D%20Providence%20Road%20Charlotte%20NC,"McAlister's Deli 8046-D Providence Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
McAlister's Deli,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=McAlister's%20Deli%20%20Charlotte%20NC,"McAlister's Deli  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
McAlister's Deli,4830 Berewick Town Center Drive,Charlotte,NC,28273,https://mcalistersdeli.com,,,https://www.google.com/maps/search/?api=1&query=McAlister's%20Deli%204830%20Berewick%20Town%20Center%20Drive%20Charlotte%20NC,"McAlister's Deli 4830 Berewick Town Center Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://mcalistersdeli.com/robots.txt,false,
McAlister's Deli,15127 Ballancroft Parkway,Charlotte,NC,28277,,,,https://www.google.com/maps/search/?api=1&query=McAlister's%20Deli%2015127%20Ballancroft%20Parkway%20Charlotte%20NC,"McAlister's Deli 15127 Ballancroft Parkway Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
McCormick & Schmick's,4335 Barclay Downs Drive,Charlotte,NC,28211,,,,https://www.google.com/maps/search/?api=1&query=McCormick%20%26%20Schmick's%204335%20Barclay%20Downs%20Drive%20Charlotte%20NC,"McCormick & Schmick's 4335 Barclay Downs Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
McCormick & Schmick's,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=McCormick%20%26%20Schmick's%20%20Charlotte%20NC,"McCormick & Schmick's  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
McDonald's,,Charlotte,NC,,https://www.mcdonalds.com/us/en-us/location/nc/charlotte/14110-rivergate-parkway/31213.html,,,https://www.google.com/maps/search/?api=1&query=McDonald's%20%20Charlotte%20NC,"McDonald's  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.mcdonalds.com/robots.txt,false,
