venue_name,street,city,region,postal_code,website,instagram,facebook,google_maps,search_query,robots_url,scrape_allowed,notes
Captain D's,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Captain%20D's%20%20Charlotte%20NC,"Captain D's  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Captain D's,101 East Woodlawn Road,Charlotte,NC,28217,,,,https://www.google.com/maps/search/?api=1&query=Captain%20D's%20101%20East%20Woodlawn%20Road%20Charlotte%20NC,"Captain D's 101 East Woodlawn Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Captain Jack's Tavern,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Captain%20Jack's%20Tavern%20%20Charlotte%20NC,"Captain Jack's Tavern  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Captain Steve's,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Captain%20Steve's%20%20Charlotte%20NC,"Captain Steve's  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Caribbean Hut,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Caribbean%20Hut%20%20Charlotte%20NC,"Caribbean Hut  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Caribou Coffee,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Caribou%20Coffee%20%20Charlotte%20NC,"Caribou Coffee  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Carmella's Pizza Grill,1513 Montford Drive,Charlotte,NC,28209,,,,https://www.google.com/maps/search/?api=1&query=Carmella's%20Pizza%20Grill%201513%20Montford%20Drive%20Charlotte%20NC,"Carmella's Pizza Grill 1513 Montford Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Carolina Beer Co.,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Carolina%20Beer%20Co.%20%20Charlotte%20NC,"Carolina Beer Co.  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Carolina Prime Restaurant And Steakhouse,225 East Woodlawn Road,Charlotte,NC,28217,https://www.carolinaprimecharlotte.com,,,https://www.google.com/maps/search/?api=1&query=Carolina%20Prime%20Restaurant%20And%20Steakhouse%20225%20East%20Woodlawn%20Road%20Charlotte%20NC,"Carolina Prime Restaurant And Steakhouse 225 East Woodlawn Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.carolinaprimecharlotte.com/robots.txt,,
Caroline's Oyster Bar,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Caroline's%20Oyster%20Bar%20%20Charlotte%20NC,"Caroline's Oyster Bar  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Carowinds Café,,Charlotte,NC,,https://www.carowinds.com/play/drinks-dining/carowinds-cafe,,,https://www.google.com/maps/search/?api=1&query=Carowinds%20Caf%C3%A9%20%20Charlotte%20NC,"Carowinds Café  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.carowinds.com/robots.txt,false,
Carrabba's Italian Grill,1520 South Boulevard,Charlotte,NC,28203,https://www.carrabbas.com/restaurant/locations/nc/charlotte/charlotte-south-end/index.aspx,,,https://www.google.com/maps/search/?api=1&query=Carrabba's%20Italian%20Grill%201520%20South%20Boulevard%20Charlotte%20NC,"Carrabba's Italian Grill 1520 South Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.carrabbas.com/robots.txt,false,
Cast Iron Waffles,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Cast%20Iron%20Waffles%20%20Charlotte%20NC,"Cast Iron Waffles  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Caswell Station,366 North Caswell Road,Charlotte,NC,28204,https://www.caswellstation.com,,,https://www.google.com/maps/search/?api=1&query=Caswell%20Station%20366%20North%20Caswell%20Road%20Charlotte%20NC,"Caswell Station 366 North Caswell Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.caswellstation.com/robots.txt,false,
Catalina Kitchen + Bar,,Charlotte,NC,,https://www.catalinakb.com,,,https://www.google.com/maps/search/?api=1&query=Catalina%20Kitchen%20%2B%20Bar%20%20Charlotte%20NC,"Catalina Kitchen + Bar  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.catalinakb.com/robots.txt,false,
Catalú,135 New Bern Street,Charlotte,NC,28209,https://www.eatcatalu.com,,,https://www.google.com/maps/search/?api=1&query=Catal%C3%BA%20135%20New%20Bern%20Street%20Charlotte%20NC,"Catalú 135 New Bern Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.eatcatalu.com/robots.txt,,
Catawba Brewing Co.,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Catawba%20Brewing%20Co.%20%20Charlotte%20NC,"Catawba Brewing Co.  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
CAVA,4267 Park Road,Charlotte,NC,28209,,,,https://www.google.com/maps/search/?api=1&query=CAVA%204267%20Park%20Road%20Charlotte%20NC,"CAVA 4267 Park Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
CAVA,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=CAVA%20%20Charlotte%20NC,"CAVA  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
CAVA,1055 Metropolitan Avenue,Charlotte,NC,28204,,,,https://www.google.com/maps/search/?api=1&query=CAVA%201055%20Metropolitan%20Avenue%20Charlotte%20NC,"CAVA 1055 Metropolitan Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Cava Digital Kitcheb,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Cava%20Digital%20Kitcheb%20%20Charlotte%20NC,"Cava Digital Kitcheb  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Cedar Street Tavern,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Cedar%20Street%20Tavern%20%20Charlotte%20NC,"Cedar Street Tavern  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Central Coffee,719 Louise Avenue,Charlotte,NC,28204,,,,https://www.google.com/maps/search/?api=1&query=Central%20Coffee%20719%20Louise%20Avenue%20Charlotte%20NC,"Central Coffee 719 Louise Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chalice Cafe,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Chalice%20Cafe%20%20Charlotte%20NC,"Chalice Cafe  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Change Please,932 Seigle Avenue,Charlotte,NC,28205,https://changeplease-us.org/,,,https://www.google.com/maps/search/?api=1&query=Change%20Please%20932%20Seigle%20Avenue%20Charlotte%20NC,"Change Please 932 Seigle Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://changeplease-us.org/robots.txt,false,
Chapter 6,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Chapter%206%20%20Charlotte%20NC,"Chapter 6  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Charbar no. 7,4130 Carmel Road,Charlotte,NC,28226,,,,https://www.google.com/maps/search/?api=1&query=Charbar%20no.%207%204130%20Carmel%20Road%20Charlotte%20NC,"Charbar no. 7 4130 Carmel Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Charleys Philly Steaks,4400 sharon road,Charlotte,NC,28210,,,,https://www.google.com/maps/search/?api=1&query=Charleys%20Philly%20Steaks%204400%20sharon%20road%20Charlotte%20NC,"Charleys Philly Steaks 4400 sharon road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Charleys Philly Steaks,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Charleys%20Philly%20Steaks%20%20Charlotte%20NC,"Charleys Philly Steaks  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Charlotte Cafe,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Charlotte%20Cafe%20%20Charlotte%20NC,"Charlotte Cafe  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chasers Nightclub,3217 The Plaza,Charlotte,NC,28205,,,,https://www.google.com/maps/search/?api=1&query=Chasers%20Nightclub%203217%20The%20Plaza%20Charlotte%20NC,"Chasers Nightclub 3217 The Plaza Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Cheat's Cheesesteaks,913 Pecan Avenue,Charlotte,NC,28205,https://cheatscheesesteaks.com/,,,https://www.google.com/maps/search/?api=1&query=Cheat's%20Cheesesteaks%20913%20Pecan%20Avenue%20Charlotte%20NC,"Cheat's Cheesesteaks 913 Pecan Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://cheatscheesesteaks.com/robots.txt,true,
Cheat's Cheesesteaks,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Cheat's%20Cheesesteaks%20%20Charlotte%20NC,"Cheat's Cheesesteaks  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Cheddar's,620 University Center Boulevard,Charlotte,NC,28262,,,,https://www.google.com/maps/search/?api=1&query=Cheddar's%20620%20University%20Center%20Boulevard%20Charlotte%20NC,"Cheddar's 620 University Center Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chef Kwo,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Chef%20Kwo%20%20Charlotte%20NC,"Chef Kwo  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Cheif's Coffee & Cocktails,3024 North Davidson Street,Charlotte,NC,28205,,,,https://www.google.com/maps/search/?api=1&query=Cheif's%20Coffee%20%26%20Cocktails%203024%20North%20Davidson%20Street%20Charlotte%20NC,"Cheif's Coffee & Cocktails 3024 North Davidson Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Cherry Blossom,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Cherry%20Blossom%20%20Charlotte%20NC,"Cherry Blossom  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chex Grill & Wings,6200 Albemarle Road,Charlotte,NC,28212,,,,https://www.google.com/maps/search/?api=1&query=Chex%20Grill%20%26%20Wings%206200%20Albemarle%20Road%20Charlotte%20NC,"Chex Grill & Wings 6200 Albemarle Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chex Grill & Wings,,Charlotte,NC,,https://chexgrill.com/,,,https://www.google.com/maps/search/?api=1&query=Chex%20Grill%20%26%20Wings%20%20Charlotte%20NC,"Chex Grill & Wings  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://chexgrill.com/robots.txt,false,
Chick-fil-A,14111 Rivergate Parkway,Charlotte,NC,28273,https://www.chick-fil-a.com/locations/nc/rivergate-parkway,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%2014111%20Rivergate%20Parkway%20Charlotte%20NC,"Chick-fil-A 14111 Rivergate Parkway Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,8032 South Tryon Street,Charlotte,NC,28273,https://www.chick-fil-a.com/locations/nc/whitehall-commons-shopping-center,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%208032%20South%20Tryon%20Street%20Charlotte%20NC,"Chick-fil-A 8032 South Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,3015 South Boulevard,Charlotte,NC,28209,https://www.chick-fil-a.com/locations/nc/south-end,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%203015%20South%20Boulevard%20Charlotte%20NC,"Chick-fil-A 3015 South Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,9801 South Boulevard,Charlotte,NC,28273,https://www.chick-fil-a.com/locations/nc/carolina-pavilion,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%209801%20South%20Boulevard%20Charlotte%20NC,"Chick-fil-A 9801 South Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,11530 Waverly Center Drive,Charlotte,NC,28277,https://www.chick-fil-a.com/locations/nc/waverly,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%2011530%20Waverly%20Center%20Drive%20Charlotte%20NC,"Chick-fil-A 11530 Waverly Center Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,8411 Northlake Commons Boulevard,Charlotte,NC,28216,https://www.chick-fil-a.com/locations/nc/northlake-parkway,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%208411%20Northlake%20Commons%20Boulevard%20Charlotte%20NC,"Chick-fil-A 8411 Northlake Commons Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,3117 Pineville-Matthews Road,Charlotte,NC,28226,https://www.chick-fil-a.com/locations/nc/arboretum,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%203117%20Pineville-Matthews%20Road%20Charlotte%20NC,"Chick-fil-A 3117 Pineville-Matthews Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,9010 Albemarle Road,Charlotte,NC,28227,https://www.chick-fil-a.com/locations/nc/albemarle-road,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%209010%20Albemarle%20Road%20Charlotte%20NC,"Chick-fil-A 9010 Albemarle Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,8433 Davis Lake Parkway,Charlotte,NC,28269,https://www.chick-fil-a.com/locations/nc/davis-lake,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%208433%20Davis%20Lake%20Parkway%20Charlotte%20NC,"Chick-fil-A 8433 Davis Lake Parkway Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,4421 Randolph Road,Charlotte,NC,28211,https://www.chick-fil-a.com/locations/nc/cotswold,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%204421%20Randolph%20Road%20Charlotte%20NC,"Chick-fil-A 4421 Randolph Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,3821 Corning Place,Charlotte,NC,28216,https://www.chick-fil-a.com/locations/nc/mountain-island,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%203821%20Corning%20Place%20Charlotte%20NC,"Chick-fil-A 3821 Corning Place Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,10001 Rea Road,Charlotte,NC,28277,https://www.chick-fil-a.com/locations/nc/blakeney,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%2010001%20Rea%20Road%20Charlotte%20NC,"Chick-fil-A 10001 Rea Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,7910 Rea Road,Charlotte,NC,28277,https://www.chick-fil-a.com/locations/nc/stonecrest-at-piper-glen,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%207910%20Rea%20Road%20Charlotte%20NC,"Chick-fil-A 7910 Rea Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,1540 East Woodlawn Road,Charlotte,NC,28209,https://www.chick-fil-a.com/locations/nc/east-woodlawn-road,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%201540%20East%20Woodlawn%20Road%20Charlotte%20NC,"Chick-fil-A 1540 East Woodlawn Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,8700 University Executive Park Drive,Charlotte,NC,28262,https://www.chick-fil-a.com/locations/nc/university-place,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%208700%20University%20Executive%20Park%20Drive%20Charlotte%20NC,"Chick-fil-A 8700 University Executive Park Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,957 North Wendover Road,Charlotte,NC,28211,https://www.chick-fil-a.com/locations/nc/wendover-plaza,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%20957%20North%20Wendover%20Road%20Charlotte%20NC,"Chick-fil-A 957 North Wendover Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,4400 Sharon Road,Charlotte,NC,28210,https://www.chick-fil-a.com/locations/nc/southpark-nc,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%204400%20Sharon%20Road%20Charlotte%20NC,"Chick-fil-A 4400 Sharon Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,5501 Birmingham Parkway,Charlotte,NC,28208,https://www.chick-fil-a.com/locations/nc/charlotte-douglas-international-airport,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%205501%20Birmingham%20Parkway%20Charlotte%20NC,"Chick-fil-A 5501 Birmingham Parkway Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,6801 Northlake Mall Drive,Charlotte,NC,28216,https://www.chick-fil-a.com/locations/nc/northlake-mall-nc,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%206801%20Northlake%20Mall%20Drive%20Charlotte%20NC,"Chick-fil-A 6801 Northlake Mall Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chick-fil-A,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%20%20Charlotte%20NC,"Chick-fil-A  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chick-fil-A,101 South Tryon Street,Charlotte,NC,28280,https://www.chick-fil-a.com/locations/nc/101-south-tryon-street,,,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%20101%20South%20Tryon%20Street%20Charlotte%20NC,"Chick-fil-A 101 South Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chick-fil-a.com/robots.txt,false,
Chicken Box Cafe,1331 West Sugar Creek Road,Charlotte,NC,28262,,,,https://www.google.com/maps/search/?api=1&query=Chicken%20Box%20Cafe%201331%20West%20Sugar%20Creek%20Road%20Charlotte%20NC,"Chicken Box Cafe 1331 West Sugar Creek Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chicken King,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Chicken%20King%20%20Charlotte%20NC,"Chicken King  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chicken King,13215 General Drive,Charlotte,NC,28273,,,,https://www.google.com/maps/search/?api=1&query=Chicken%20King%2013215%20General%20Drive%20Charlotte%20NC,"Chicken King 13215 General Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chicken King,2604 West Boulevard,Charlotte,NC,28208,,,,https://www.google.com/maps/search/?api=1&query=Chicken%20King%202604%20West%20Boulevard%20Charlotte%20NC,"Chicken King 2604 West Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chicken Salad Chick,7617 Pineville-Matthews Road,Charlotte,NC,28226,,,,https://www.google.com/maps/search/?api=1&query=Chicken%20Salad%20Chick%207617%20Pineville-Matthews%20Road%20Charlotte%20NC,"Chicken Salad Chick 7617 Pineville-Matthews Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chickie's & Pete's Sports Grill,,Charlotte,NC,,https://www.carowinds.com/play/drinks-dining/chickies-petes-sports-grill,,,https://www.google.com/maps/search/?api=1&query=Chickie's%20%26%20Pete's%20Sports%20Grill%20%20Charlotte%20NC,"Chickie's & Pete's Sports Grill  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.carowinds.com/robots.txt,false,
Chili's,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Chili's%20%20Charlotte%20NC,"Chili's  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chili's,2521 Sardis Road North,Charlotte,NC,28227,,,,https://www.google.com/maps/search/?api=1&query=Chili's%202521%20Sardis%20Road%20North%20Charlotte%20NC,"Chili's 2521 Sardis Road North Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chili's,9730 Rea Road,Charlotte,NC,28277,,,,https://www.google.com/maps/search/?api=1&query=Chili's%209730%20Rea%20Road%20Charlotte%20NC,"Chili's 9730 Rea Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chili's,8325 Northlake Commons Boulevard,Charlotte,NC,28216,,,,https://www.google.com/maps/search/?api=1&query=Chili's%208325%20Northlake%20Commons%20Boulevard%20Charlotte%20NC,"Chili's 8325 Northlake Commons Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chili's,8136 Providence Road,Charlotte,NC,28277,,,,https://www.google.com/maps/search/?api=1&query=Chili's%208136%20Providence%20Road%20Charlotte%20NC,"Chili's 8136 Providence Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chili's,5521 Westpark Drive,Charlotte,NC,28217,https://www.chilis.com/locations/us/north-carolina/charlotte/tyvola/,,,https://www.google.com/maps/search/?api=1&query=Chili's%205521%20Westpark%20Drive%20Charlotte%20NC,"Chili's 5521 Westpark Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://www.chilis.com/robots.txt,,
Chili's,500 University Center Boulevard,Charlotte,NC,28262,,,,https://www.google.com/maps/search/?api=1&query=Chili's%20500%20University%20Center%20Boulevard%20Charlotte%20NC,"Chili's 500 University Center Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chin Chin II,9013 Albemarle Road,Charlotte,NC,28227,https://chinchin2charlotte.com/,,,https://www.google.com/maps/search/?api=1&query=Chin%20Chin%20II%209013%20Albemarle%20Road%20Charlotte%20NC,"Chin Chin II 9013 Albemarle Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://chinchin2charlotte.com/robots.txt,false,
China Bowl,3101 The Plaza,Charlotte,NC,28205,,,,https://www.google.com/maps/search/?api=1&query=China%20Bowl%203101%20The%20Plaza%20Charlotte%20NC,"China Bowl 3101 The Plaza Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
China Buffet,4336 East Independence Boulevard,Charlotte,NC,28205,,,,https://www.google.com/maps/search/?api=1&query=China%20Buffet%204336%20East%20Independence%20Boulevard%20Charlotte%20NC,"China Buffet 4336 East Independence Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
China Buffet,8630 University Executive Park Drive,Charlotte,NC,28262,,,,https://www.google.com/maps/search/?api=1&query=China%20Buffet%208630%20University%20Executive%20Park%20Drive%20Charlotte%20NC,"China Buffet 8630 University Executive Park Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
China Town,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=China%20Town%20%20Charlotte%20NC,"China Town  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chinese Fast Food,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Chinese%20Fast%20Food%20%20Charlotte%20NC,"Chinese Fast Food  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chipotle,2312 Whitehall Park Drive,Charlotte,NC,28273,https://locations.chipotle.com/nc/charlotte/2312-whitehall-park-dr,,,https://www.google.com/maps/search/?api=1&query=Chipotle%202312%20Whitehall%20Park%20Drive%20Charlotte%20NC,"Chipotle 2312 Whitehall Park Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://locations.chipotle.com/robots.txt,true,
Chipotle,11619 Waverly Center Drive,Charlotte,NC,28277,https://locations.chipotle.com/nc/charlotte/11619-waverly-center-dr,,,https://www.google.com/maps/search/?api=1&query=Chipotle%2011619%20Waverly%20Center%20Drive%20Charlotte%20NC,"Chipotle 11619 Waverly Center Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://locations.chipotle.com/robots.txt,true,
Chipotle,4022 Connection Point Boulevard,Charlotte,NC,28212,https://locations.chipotle.com/nc/charlotte/4022-connection-point-blvd,,,https://www.google.com/maps/search/?api=1&query=Chipotle%204022%20Connection%20Point%20Boulevard%20Charlotte%20NC,"Chipotle 4022 Connection Point Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://locations.chipotle.com/robots.txt,true,
Chipotle,,Charlotte,NC,,,,,https://www.google.com/maps/search/?api=1&query=Chipotle%20%20Charlotte%20NC,"Chipotle  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",,,
Chipotle,7724 Pineville Matthews Road,Charlotte,NC,28226,https://locations.chipotle.com/nc/charlotte/7724-pineville-matthews-rd,,,https://www.google.com/maps/search/?api=1&query=Chipotle%207724%20Pineville%20Matthews%20Road%20Charlotte%20NC,"Chipotle 7724 Pineville Matthews Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://locations.chipotle.com/robots.txt,true,
Chipotle,4400 Sharon Road,Charlotte,NC,28210,https://locations.chipotle.com/nc/charlotte/4400-sharon-rd,,,https://www.google.com/maps/search/?api=1&query=Chipotle%204400%20Sharon%20Road%20Charlotte%20NC,"Chipotle 4400 Sharon Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://locations.chipotle.com/robots.txt,true,
Chipotle,9355 North Tryon Street,Charlotte,NC,28262,https://locations.chipotle.com/nc/charlotte/9335-n-tryon-st,,,https://www.google.com/maps/search/?api=1&query=Chipotle%209355%20North%20Tryon%20Street%20Charlotte%20NC,"Chipotle 9355 North Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://locations.chipotle.com/robots.txt,true,
Chipotle,3320 Potomac River Parkway,Charlotte,NC,28217,https://locations.chipotle.com/nc/charlotte/3320-potomac-river-pkwy,,,https://www.google.com/maps/search/?api=1&query=Chipotle%203320%20Potomac%20River%20Parkway%20Charlotte%20NC,"Chipotle 3320 Potomac River Parkway Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",https://locations.chipotle.com/robots.txt,true,
