venue_name,street,neighborhood_hint,website,scrape_allowed,robots_url,google_maps,search_query,note
Chili's,8136 Providence Road,28277,,,,https://www.google.com/maps/search/?api=1&query=Chili's%20500%20University%20Center%20Boulevard%20Charlotte%20NC,"Chili's 500 University Center Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Golden Corral,7701 North Tryon Street,28262,,,,https://www.google.com/maps/search/?api=1&query=Golden%20Corral%207701%20North%20Tryon%20Street%20Charlotte%20NC,"Golden Corral 7701 North Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Captain D's,123 Eastway Drive,28213,,,,https://www.google.com/maps/search/?api=1&query=Captain%20D's%20101%20East%20Woodlawn%20Road%20Charlotte%20NC,"Captain D's 101 East Woodlawn Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Macado's,8650 University City Boulevard,28213,,,,https://www.google.com/maps/search/?api=1&query=Macado's%208650%20University%20City%20Boulevard%20Charlotte%20NC,"Macado's 8650 University City Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Chick-fil-A,9010 Albemarle Road,28227,https://www.chick-fil-a.com/locations/nc/albemarle-road,false,https://www.chick-fil-a.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%20101%20South%20Tryon%20Street%20Charlotte%20NC,"Chick-fil-A 101 South Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Don Pedro Mexican Restaurant,1009 Chancellor Park Drive,28213,https://donpedrorestaurant.com/,false,https://donpedrorestaurant.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Don%20Pedro%20Mexican%20Restaurant%201009%20Chancellor%20Park%20Drive%20Charlotte%20NC,"Don Pedro Mexican Restaurant 1009 Chancellor Park Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Ishi,8205 University City Boulevard,28213,,,,https://www.google.com/maps/search/?api=1&query=Ishi%208205%20University%20City%20Boulevard%20Charlotte%20NC,"Ishi 8205 University City Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
NC Tavern,8225 University City Boulevard,28213,,,,https://www.google.com/maps/search/?api=1&query=NC%20Tavern%208225%20University%20City%20Boulevard%20Charlotte%20NC,"NC Tavern 8225 University City Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Los Arcos Mexican Restaurant,8619 J W Clay Boulevard,28262,http://www.los-arcos-restaurant.com/,,http://www.los-arcos-restaurant.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Los%20Arcos%20Mexican%20Restaurant%208619%20J%20W%20Clay%20Boulevard%20Charlotte%20NC,"Los Arcos Mexican Restaurant 8619 J W Clay Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Mr. Tokyo Japanese Restaurant,10012 Benfield Road,28269,,,,https://www.google.com/maps/search/?api=1&query=Mr.%20Tokyo%20Japanese%20Restaurant%2010012%20Benfield%20Road%20Charlotte%20NC,"Mr. Tokyo Japanese Restaurant 10012 Benfield Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Papa Murphy's,10012 Benfield Road,28269,,,,https://www.google.com/maps/search/?api=1&query=Papa%20Murphy's%2010012%20Benfield%20Road%20Charlotte%20NC,"Papa Murphy's 10012 Benfield Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Little Big Burger,10012 Benfield Road,28269,,,,https://www.google.com/maps/search/?api=1&query=Little%20Big%20Burger%2010012%20Benfield%20Road%20Charlotte%20NC,"Little Big Burger 10012 Benfield Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Nakato Japanese Restaurant & Sushi Bar,8601 University Executive Park Drive,28262,,,,https://www.google.com/maps/search/?api=1&query=Nakato%20Japanese%20Restaurant%20%26%20Sushi%20Bar%208601%20University%20Executive%20Park%20Drive%20Charlotte%20NC,"Nakato Japanese Restaurant & Sushi Bar 8601 University Executive Park Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Los Arcos,3542 Mount Holly-Huntersville Road,28216,,,,https://www.google.com/maps/search/?api=1&query=Los%20Arcos%203542%20Mount%20Holly-Huntersville%20Road%20Charlotte%20NC,"Los Arcos 3542 Mount Holly-Huntersville Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
LongHorn Steakhouse,8115 Old Mallard Creek Road,28262,,,,https://www.google.com/maps/search/?api=1&query=LongHorn%20Steakhouse%204909%20Trojan%20Drive%20Charlotte%20NC,"LongHorn Steakhouse 4909 Trojan Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Let's Meat KBBQ,1400 South Church Street,28203,,,,https://www.google.com/maps/search/?api=1&query=Let's%20Meat%20KBBQ%201400%20South%20Church%20Street%20Charlotte%20NC,"Let's Meat KBBQ 1400 South Church Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Chickie's & Pete's Sports Grill,,,https://www.carowinds.com/play/drinks-dining/chickies-petes-sports-grill,false,https://www.carowinds.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Chickie's%20%26%20Pete's%20Sports%20Grill%20%20Charlotte%20NC,"Chickie's & Pete's Sports Grill  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Carowinds Café,,,https://www.carowinds.com/play/drinks-dining/carowinds-cafe,false,https://www.carowinds.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Carowinds%20Caf%C3%A9%20%20Charlotte%20NC,"Carowinds Café  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
County Fair Funnel Cakes,,,https://www.carowinds.com/play/drinks-dining/county-fair-funnel-cakes,false,https://www.carowinds.com/robots.txt,https://www.google.com/maps/search/?api=1&query=County%20Fair%20Funnel%20Cakes%20%20Charlotte%20NC,"County Fair Funnel Cakes  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
IKEA Café,,,,,,https://www.google.com/maps/search/?api=1&query=IKEA%20Caf%C3%A9%20%20Charlotte%20NC,"IKEA Café  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Mi Pueblo Mexican Grill,7003 University City Boulevard,28262,,,,https://www.google.com/maps/search/?api=1&query=Mi%20Pueblo%20Mexican%20Grill%207003%20University%20City%20Boulevard%20Charlotte%20NC,"Mi Pueblo Mexican Grill 7003 University City Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Showmars,2540 Little Rock Road,28214,,,,https://www.google.com/maps/search/?api=1&query=Showmars%20201%20South%20College%20Street%20Charlotte%20NC,"Showmars 201 South College Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Miguel's,4252 Business Center Drive,28214,,,,https://www.google.com/maps/search/?api=1&query=Miguel's%204252%20Business%20Center%20Drive%20Charlotte%20NC,"Miguel's 4252 Business Center Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Woodshed Lounge,,,,,,https://www.google.com/maps/search/?api=1&query=Woodshed%20Lounge%20%20Charlotte%20NC,"Woodshed Lounge  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Maria's Grill,2801 West Sugar Creek Road,28269,,,,https://www.google.com/maps/search/?api=1&query=Maria's%20Grill%202801%20West%20Sugar%20Creek%20Road%20Charlotte%20NC,"Maria's Grill 2801 West Sugar Creek Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
U.S. Fried Chicken,2823 West Sugar Creek Road,28269,,,,https://www.google.com/maps/search/?api=1&query=U.S.%20Fried%20Chicken%202823%20West%20Sugar%20Creek%20Road%20Charlotte%20NC,"U.S. Fried Chicken 2823 West Sugar Creek Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
CupLux Coffee Drive-Thru,,,,,,https://www.google.com/maps/search/?api=1&query=CupLux%20Coffee%20Drive-Thru%20%20Charlotte%20NC,"CupLux Coffee Drive-Thru  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
South 21 Jr Family Restaurant,6920 North Tryon Street,28213,,,,https://www.google.com/maps/search/?api=1&query=South%2021%20Jr%20Family%20Restaurant%206920%20North%20Tryon%20Street%20Charlotte%20NC,"South 21 Jr Family Restaurant 6920 North Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Monday Night Brewing,2217 South Tryon Street,28203,https://mondaynightbrewing.com,false,https://mondaynightbrewing.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Monday%20Night%20Brewing%202217%20South%20Tryon%20Street%20Charlotte%20NC,"Monday Night Brewing 2217 South Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Jack in the Box,10525 Mallard Creek Road,28269,https://locations.jackinthebox.com/us/nc/charlotte/10121-n-tryon-st,true,https://locations.jackinthebox.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Jack%20in%20the%20Box%2010121%20North%20Tryon%20Street%20Charlotte%20NC,"Jack in the Box 10121 North Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
300 East,300 East Boulevard,28203,https://300east.net,false,https://300east.net/robots.txt,https://www.google.com/maps/search/?api=1&query=300%20East%20300%20East%20Boulevard%20Charlotte%20NC,"300 East 300 East Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Villani's Bakery,901 Pecan Avenue,28205,https://www.villanisbakery.com/,,https://www.villanisbakery.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Villani's%20Bakery%20901%20Pecan%20Avenue%20Charlotte%20NC,"Villani's Bakery 901 Pecan Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Chili's,5521 Westpark Drive,28217,https://www.chilis.com/locations/us/north-carolina/charlotte/tyvola/,,,https://www.google.com/maps/search/?api=1&query=Chili's%20500%20University%20Center%20Boulevard%20Charlotte%20NC,"Chili's 500 University Center Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Tacos El Nevado,,,,,,https://www.google.com/maps/search/?api=1&query=Tacos%20El%20Nevado%20%20Charlotte%20NC,"Tacos El Nevado  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Beef 'N Bottle Steakhouse,,,,,,https://www.google.com/maps/search/?api=1&query=Beef%20'N%20Bottle%20Steakhouse%20%20Charlotte%20NC,"Beef 'N Bottle Steakhouse  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
The Mad Greek,5011 South Boulevard,28210,,,,https://www.google.com/maps/search/?api=1&query=The%20Mad%20Greek%205011%20South%20Boulevard%20Charlotte%20NC,"The Mad Greek 5011 South Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Carolina Prime Restaurant And Steakhouse,225 East Woodlawn Road,28217,https://www.carolinaprimecharlotte.com,,https://www.carolinaprimecharlotte.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Carolina%20Prime%20Restaurant%20And%20Steakhouse%20225%20East%20Woodlawn%20Road%20Charlotte%20NC,"Carolina Prime Restaurant And Steakhouse 225 East Woodlawn Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Tres Pesos Bar & Grill,,,,,,https://www.google.com/maps/search/?api=1&query=Tres%20Pesos%20Bar%20%26%20Grill%20%20Charlotte%20NC,"Tres Pesos Bar & Grill  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Lower Left Brewing Co.,4528 Nations Crossing Road,28217,,,,https://www.google.com/maps/search/?api=1&query=Lower%20Left%20Brewing%20Co.%204528%20Nations%20Crossing%20Road%20Charlotte%20NC,"Lower Left Brewing Co. 4528 Nations Crossing Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
The Penguin,1531 East Boulevard,28203,https://thepenguindrivein.com/,,https://thepenguindrivein.com/robots.txt,https://www.google.com/maps/search/?api=1&query=The%20Penguin%201531%20East%20Boulevard%20Charlotte%20NC,"The Penguin 1531 East Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Freddy's,3811 Corning Place,28216,,,,https://www.google.com/maps/search/?api=1&query=Freddy's%203811%20Corning%20Place%20Charlotte%20NC,"Freddy's 3811 Corning Place Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Smithfield's Chicken 'N Bar-B-Q,5121 Trojan Drive,28278,,,,https://www.google.com/maps/search/?api=1&query=Smithfield's%20Chicken%20'N%20Bar-B-Q%205121%20Trojan%20Drive%20Charlotte%20NC,"Smithfield's Chicken 'N Bar-B-Q 5121 Trojan Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Tyber Creek,1501 South Mint Street,28203,https://www.tybercreek.com,,https://www.tybercreek.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Tyber%20Creek%201501%20South%20Mint%20Street%20Charlotte%20NC,"Tyber Creek 1501 South Mint Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Showmar's,115 East McCullough Drive,28262,,,,https://www.google.com/maps/search/?api=1&query=Showmar's%20115%20East%20McCullough%20Drive%20Charlotte%20NC,"Showmar's 115 East McCullough Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Taco Mac,517 University Center Boulevard,28262,,,,https://www.google.com/maps/search/?api=1&query=Taco%20Mac%20517%20University%20Center%20Boulevard%20Charlotte%20NC,"Taco Mac 517 University Center Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Chicken Box Cafe,1331 West Sugar Creek Road,28262,,,,https://www.google.com/maps/search/?api=1&query=Chicken%20Box%20Cafe%201331%20West%20Sugar%20Creek%20Road%20Charlotte%20NC,"Chicken Box Cafe 1331 West Sugar Creek Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Lang Van,3019 Shamrock Drive,28205,,,,https://www.google.com/maps/search/?api=1&query=Lang%20Van%203019%20Shamrock%20Drive%20Charlotte%20NC,"Lang Van 3019 Shamrock Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
YAFO Kitchen,1337 Central Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=YAFO%20Kitchen%201337%20Central%20Avenue%20Charlotte%20NC,"YAFO Kitchen 1337 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Sabor Latin Street Grill,415 Hawthorne Lane,28204,https://www.saborlatingrill.com,false,https://www.saborlatingrill.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Sabor%20Latin%20Street%20Grill%203205%20North%20Davidson%20Street%20Charlotte%20NC,"Sabor Latin Street Grill 3205 North Davidson Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
The Fig Tree Restaurant,1601 East 7th Street,28204,https://charlottefigtree.com,false,https://charlottefigtree.com/robots.txt,https://www.google.com/maps/search/?api=1&query=The%20Fig%20Tree%20Restaurant%201601%20East%207th%20Street%20Charlotte%20NC,"The Fig Tree Restaurant 1601 East 7th Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Hawthorne's NY Pizza & Bar,1701 East 7th Street,28204,,,,https://www.google.com/maps/search/?api=1&query=Hawthorne's%20NY%20Pizza%20%26%20Bar%201701%20East%207th%20Street%20Charlotte%20NC,"Hawthorne's NY Pizza & Bar 1701 East 7th Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Showmars,2004 East 7th Street,28204,https://showmars.com,,,https://www.google.com/maps/search/?api=1&query=Showmars%20201%20South%20College%20Street%20Charlotte%20NC,"Showmars 201 South College Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Caswell Station,366 North Caswell Road,28204,https://www.caswellstation.com,false,https://www.caswellstation.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Caswell%20Station%20366%20North%20Caswell%20Road%20Charlotte%20NC,"Caswell Station 366 North Caswell Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Summit Coffee,,,https://www.summitcoffee.com,false,https://www.summitcoffee.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Summit%20Coffee%20536%20West%20Tremont%20Avenue%20Charlotte%20NC,"Summit Coffee 536 West Tremont Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Not Just Coffee,,,https://www.notjust.coffee/,false,https://www.notjust.coffee/robots.txt,https://www.google.com/maps/search/?api=1&query=Not%20Just%20Coffee%201026%20Jay%20Street%20Charlotte%20NC,"Not Just Coffee 1026 Jay Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Ginbu 401,,,,,,https://www.google.com/maps/search/?api=1&query=Ginbu%20401%20%20Charlotte%20NC,"Ginbu 401  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Hubee D's,815 Providence Road,28207,,,,https://www.google.com/maps/search/?api=1&query=Hubee%20D's%20815%20Providence%20Road%20Charlotte%20NC,"Hubee D's 815 Providence Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Napa on Providence,110 Perrin Place,28207,,,,https://www.google.com/maps/search/?api=1&query=Napa%20on%20Providence%20110%20Perrin%20Place%20Charlotte%20NC,"Napa on Providence 110 Perrin Place Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Daily Mews Cat Cafe,3748 Monroe Road,28205,https://www.dailymewscharlotte.com/,,https://www.dailymewscharlotte.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Daily%20Mews%20Cat%20Cafe%203748%20Monroe%20Road%20Charlotte%20NC,"Daily Mews Cat Cafe 3748 Monroe Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Vaulted Oak Brewing,3726 Monroe Road,28205,,,,https://www.google.com/maps/search/?api=1&query=Vaulted%20Oak%20Brewing%203726%20Monroe%20Road%20Charlotte%20NC,"Vaulted Oak Brewing 3726 Monroe Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Sal's Pizza Factory,3723 Monroe Road,28205,,,,https://www.google.com/maps/search/?api=1&query=Sal's%20Pizza%20Factory%20%20Charlotte%20NC,"Sal's Pizza Factory  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Smokey Joes Cafe,510 Briar Creek Road,28205,,,,https://www.google.com/maps/search/?api=1&query=Smokey%20Joes%20Cafe%20510%20Briar%20Creek%20Road%20Charlotte%20NC,"Smokey Joes Cafe 510 Briar Creek Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Bean Vegan Cuisine,3001 East Independence Expressway,28205,,,,https://www.google.com/maps/search/?api=1&query=Bean%20Vegan%20Cuisine%203001%20East%20Independence%20Expressway%20Charlotte%20NC,"Bean Vegan Cuisine 3001 East Independence Expressway Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
South 21 Drive-In,3101 East Independence Expressway,28205,,,,https://www.google.com/maps/search/?api=1&query=South%2021%20Drive-In%203101%20East%20Independence%20Expressway%20Charlotte%20NC,"South 21 Drive-In 3101 East Independence Expressway Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Clark's Snack Bar,3001 Central Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Clark's%20Snack%20Bar%203001%20Central%20Avenue%20Charlotte%20NC,"Clark's Snack Bar 3001 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Abugida,3007 Central Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Abugida%203007%20Central%20Avenue%20Charlotte%20NC,"Abugida 3007 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Hibachi Grill,3657 East Independence Boulevard,28205,,,,https://www.google.com/maps/search/?api=1&query=Hibachi%20Grill%203657%20East%20Independence%20Boulevard%20Charlotte%20NC,"Hibachi Grill 3657 East Independence Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Lupies Cafe,,,,,,https://www.google.com/maps/search/?api=1&query=Lupies%20Cafe%20%20Charlotte%20NC,"Lupies Cafe  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Tipsy Burro,2711 Monroe Road,28205,,,,https://www.google.com/maps/search/?api=1&query=Tipsy%20Burro%202711%20Monroe%20Road%20Charlotte%20NC,"Tipsy Burro 2711 Monroe Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
House of Pizza,3640 Central Avenue,28205,https://www.houseofpizzacharlotte.com,,https://www.houseofpizzacharlotte.com/robots.txt,https://www.google.com/maps/search/?api=1&query=House%20of%20Pizza%203640%20Central%20Avenue%20Charlotte%20NC,"House of Pizza 3640 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
The Fairwood 226,226 Fairwood Avenue,28203,https://thefairwood226.com/,false,https://thefairwood226.com/robots.txt,https://www.google.com/maps/search/?api=1&query=The%20Fairwood%20226%20226%20Fairwood%20Avenue%20Charlotte%20NC,"The Fairwood 226 226 Fairwood Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
The Bar at 316,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Bar%20at%20316%20%20Charlotte%20NC,"The Bar at 316  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Pollo Campero,,,https://www.campero.com/menu,,https://www.campero.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Pollo%20Campero%205727%20North%20Sharon%20Amity%20Road%20Charlotte%20NC,"Pollo Campero 5727 North Sharon Amity Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
La Preferida,,,,,,https://www.google.com/maps/search/?api=1&query=La%20Preferida%20%20Charlotte%20NC,"La Preferida  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Chili's,500 University Center Boulevard,28262,,,,https://www.google.com/maps/search/?api=1&query=Chili's%20500%20University%20Center%20Boulevard%20Charlotte%20NC,"Chili's 500 University Center Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Bikini's,520 University Center Boulevard,28262,,,,https://www.google.com/maps/search/?api=1&query=Bikini's%20520%20University%20Center%20Boulevard%20Charlotte%20NC,"Bikini's 520 University Center Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Cheddar's,620 University Center Boulevard,28262,,,,https://www.google.com/maps/search/?api=1&query=Cheddar's%20620%20University%20Center%20Boulevard%20Charlotte%20NC,"Cheddar's 620 University Center Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Cali Restaurant,5920 South Boulevard,28217,https://www.calicolombian.com,false,https://www.calicolombian.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Cali%20Restaurant%205920%20South%20Boulevard%20Charlotte%20NC,"Cali Restaurant 5920 South Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Captain D's,3623 North Sharon Amity Road,28205,,,,https://www.google.com/maps/search/?api=1&query=Captain%20D's%20101%20East%20Woodlawn%20Road%20Charlotte%20NC,"Captain D's 101 East Woodlawn Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Cracker Barrel,3203 Queen City Drive,28208,,,,https://www.google.com/maps/search/?api=1&query=Cracker%20Barrel%203203%20Queen%20City%20Drive%20Charlotte%20NC,"Cracker Barrel 3203 Queen City Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Great Harvest Bread Co.,1820 East Arbors Drive,28262,,,,https://www.google.com/maps/search/?api=1&query=Great%20Harvest%20Bread%20Co.%201820%20East%20Arbors%20Drive%20Charlotte%20NC,"Great Harvest Bread Co. 1820 East Arbors Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Farley's Pizzeria,2025 East Arbors Drive,28262,,,,https://www.google.com/maps/search/?api=1&query=Farley's%20Pizzeria%202025%20East%20Arbors%20Drive%20Charlotte%20NC,"Farley's Pizzeria 2025 East Arbors Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Bob Evans,9253 Statesville Road,28269,,,,https://www.google.com/maps/search/?api=1&query=Bob%20Evans%209253%20Statesville%20Road%20Charlotte%20NC,"Bob Evans 9253 Statesville Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Chick-fil-A,8433 Davis Lake Parkway,28269,https://www.chick-fil-a.com/locations/nc/davis-lake,false,https://www.chick-fil-a.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%20101%20South%20Tryon%20Street%20Charlotte%20NC,"Chick-fil-A 101 South Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Brixx Wood Fired Pizza,1801 Scott Avenue,28203,https://brixxpizza.com/locations/charlotte-dilworth/,true,https://brixxpizza.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Brixx%20Wood%20Fired%20Pizza%207814%20Fairview%20Road%20Charlotte%20NC,"Brixx Wood Fired Pizza 7814 Fairview Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Bad Daddy's,1626 East Boulevard,28203,,,,https://www.google.com/maps/search/?api=1&query=Bad%20Daddy's%20%20%20Charlotte%20NC,"Bad Daddy's   Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Kid Cashew,1608 East Boulevard,28203,,,,https://www.google.com/maps/search/?api=1&query=Kid%20Cashew%201608%20East%20Boulevard%20Charlotte%20NC,"Kid Cashew 1608 East Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Showmars,1600 East Boulevard,28203,,,,https://www.google.com/maps/search/?api=1&query=Showmars%20201%20South%20College%20Street%20Charlotte%20NC,"Showmars 201 South College Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Armored Cow Brewing Co.,8821 J W Clay Boulevard,28262,https://www.armoredcowbrewing.com/,,https://www.armoredcowbrewing.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Armored%20Cow%20Brewing%20Co.%208821%20J%20W%20Clay%20Boulevard%20Charlotte%20NC,"Armored Cow Brewing Co. 8821 J W Clay Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Due Amici Pizza,5346 Docia Crossing Road,28269,https://www.dueamicipizza.com/,false,https://www.dueamicipizza.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Due%20Amici%20Pizza%205346%20Docia%20Crossing%20Road%20Charlotte%20NC,"Due Amici Pizza 5346 Docia Crossing Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Captain D's,,,,,,https://www.google.com/maps/search/?api=1&query=Captain%20D's%20101%20East%20Woodlawn%20Road%20Charlotte%20NC,"Captain D's 101 East Woodlawn Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Sunrise Restaurant,8923 Albemarle Road,28227,,,,https://www.google.com/maps/search/?api=1&query=Sunrise%20Restaurant%208923%20Albemarle%20Road%20Charlotte%20NC,"Sunrise Restaurant 8923 Albemarle Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
37 Sol,,,,,,https://www.google.com/maps/search/?api=1&query=37%20Sol%20%20Charlotte%20NC,"37 Sol  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Baku,4515 Sharon Road,28211,,,,https://www.google.com/maps/search/?api=1&query=Baku%204515%20Sharon%20Road%20Charlotte%20NC,"Baku 4515 Sharon Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
