venue_name,street,neighborhood_hint,website,scrape_allowed,robots_url,google_maps,search_query,note
The Exchange,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Exchange%20%20Charlotte%20NC,"The Exchange  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Seoul Food Meat Co. - Mill District,421 East 26th Street,28205,,,,https://www.google.com/maps/search/?api=1&query=Seoul%20Food%20Meat%20Co.%20-%20Mill%20District%20421%20East%2026th%20Street%20Charlotte%20NC,"Seoul Food Meat Co. - Mill District 421 East 26th Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Must Be Nice,,,,,,https://www.google.com/maps/search/?api=1&query=Must%20Be%20Nice%20%20Charlotte%20NC,"Must Be Nice  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Red Clay Ciderworks,,,https://www.redclayciderworks.com,false,https://www.redclayciderworks.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Red%20Clay%20Ciderworks%20%20Charlotte%20NC,"Red Clay Ciderworks  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
State of Confusion,,,https://www.confusionloso.com,false,https://www.confusionloso.com/robots.txt,https://www.google.com/maps/search/?api=1&query=State%20of%20Confusion%20%20Charlotte%20NC,"State of Confusion  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Weathered Souls,,,https://weatheredsouls.beer/clt,,https://weatheredsouls.beer/robots.txt,https://www.google.com/maps/search/?api=1&query=Weathered%20Souls%20%20Charlotte%20NC,"Weathered Souls  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Trolley Barn Fermentory & Food Hall,2104 South Boulevard,28203,https://www.trolleybarnclt.com,,https://www.trolleybarnclt.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Trolley%20Barn%20Fermentory%20%26%20Food%20Hall%202104%20South%20Boulevard%20Charlotte%20NC,"Trolley Barn Fermentory & Food Hall 2104 South Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Fuel Pizza,14145 Rivergate Parkway,28273,http://www.fuelpizza.com/,,,https://www.google.com/maps/search/?api=1&query=Fuel%20Pizza%201501%20Central%20Avenue%20Charlotte%20NC,"Fuel Pizza 1501 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Chick-fil-A,14111 Rivergate Parkway,28273,https://www.chick-fil-a.com/locations/nc/rivergate-parkway,false,https://www.chick-fil-a.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%20101%20South%20Tryon%20Street%20Charlotte%20NC,"Chick-fil-A 101 South Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
O'Charley's,,,,,,https://www.google.com/maps/search/?api=1&query=O'Charley's%20%20Charlotte%20NC,"O'Charley's  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Chili's,,,,,,https://www.google.com/maps/search/?api=1&query=Chili's%20500%20University%20Center%20Boulevard%20Charlotte%20NC,"Chili's 500 University Center Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Chick-fil-A,8032 South Tryon Street,28273,https://www.chick-fil-a.com/locations/nc/whitehall-commons-shopping-center,false,https://www.chick-fil-a.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%20101%20South%20Tryon%20Street%20Charlotte%20NC,"Chick-fil-A 101 South Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Salsarita's,,,,,,https://www.google.com/maps/search/?api=1&query=Salsarita's%20%20Charlotte%20NC,"Salsarita's  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Thaï Express,12807 South Tryon Street,28273,,,,https://www.google.com/maps/search/?api=1&query=Tha%C3%AF%20Express%2012807%20South%20Tryon%20Street%20Charlotte%20NC,"Thaï Express 12807 South Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Funnel Cake Emporium,,,https://www.carowinds.com/play/drinks-dining/funnel-cake-emporium,false,https://www.carowinds.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Funnel%20Cake%20Emporium%20%20Charlotte%20NC,"Funnel Cake Emporium  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Papa Luigi's,,,https://www.carowinds.com/play/drinks-dining/papa-luigis,false,https://www.carowinds.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Papa%20Luigi's%20%20Charlotte%20NC,"Papa Luigi's  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Fair Fries,,,https://www.carowinds.com/play/drinks-dining/fair-fries,false,https://www.carowinds.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Fair%20Fries%20%20Charlotte%20NC,"Fair Fries  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Coasters Associate Cafe,,,,,,https://www.google.com/maps/search/?api=1&query=Coasters%20Associate%20Cafe%20%20Charlotte%20NC,"Coasters Associate Cafe  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Beach Bites,,,https://www.carowinds.com/play/drinks-dining/beach-bites,false,https://www.carowinds.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Beach%20Bites%20%20Charlotte%20NC,"Beach Bites  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Jim 'N Nick's Bar-B-Q,,,,,,https://www.google.com/maps/search/?api=1&query=Jim%20'N%20Nick's%20Bar-B-Q%20%20Charlotte%20NC,"Jim 'N Nick's Bar-B-Q  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
The Randazzo's Grid Iron,13105 South Tryon Street,28278,https://www.therandazzosgridiron.com/,,https://www.therandazzosgridiron.com/robots.txt,https://www.google.com/maps/search/?api=1&query=The%20Randazzo's%20Grid%20Iron%2013105%20South%20Tryon%20Street%20Charlotte%20NC,"The Randazzo's Grid Iron 13105 South Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Chick-fil-A,3015 South Boulevard,28209,https://www.chick-fil-a.com/locations/nc/south-end,false,https://www.chick-fil-a.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Chick-fil-A%20101%20South%20Tryon%20Street%20Charlotte%20NC,"Chick-fil-A 101 South Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
HopFly Brewing Co.,1327 South Mint Street,28203,https://hopflybrewing.com/,false,https://hopflybrewing.com/robots.txt,https://www.google.com/maps/search/?api=1&query=HopFly%20Brewing%20Co.%201327%20South%20Mint%20Street%20Charlotte%20NC,"HopFly Brewing Co. 1327 South Mint Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
YAMA,3535 Dewitt Lane,28217,https://www.yamaloso.com/,false,https://www.yamaloso.com/robots.txt,https://www.google.com/maps/search/?api=1&query=YAMA%203535%20Dewitt%20Lane%20Charlotte%20NC,"YAMA 3535 Dewitt Lane Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Mr. G's,5027 Morris Field Drive,28208,,,,https://www.google.com/maps/search/?api=1&query=Mr.%20G's%205027%20Morris%20Field%20Drive%20Charlotte%20NC,"Mr. G's 5027 Morris Field Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Craft Growler Shop & Tasting Room,1320 South Church Street,28203,,,,https://www.google.com/maps/search/?api=1&query=Craft%20Growler%20Shop%20%26%20Tasting%20Room%201320%20South%20Church%20Street%20Charlotte%20NC,"Craft Growler Shop & Tasting Room 1320 South Church Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Lincoln Street Kitchen & Cocktails,309 Lincoln Street,28203,,,,https://www.google.com/maps/search/?api=1&query=Lincoln%20Street%20Kitchen%20%26%20Cocktails%20309%20Lincoln%20Street%20Charlotte%20NC,"Lincoln Street Kitchen & Cocktails 309 Lincoln Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Seoul Food Meat Co.,1400 South Church Street,28203,,,,https://www.google.com/maps/search/?api=1&query=Seoul%20Food%20Meat%20Co.%201400%20South%20Church%20Street%20Charlotte%20NC,"Seoul Food Meat Co. 1400 South Church Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Mi Pueblo Mexican Grill,1820 Sardis Road North,28270,https://www.mipueblomexgrill.com/,,,https://www.google.com/maps/search/?api=1&query=Mi%20Pueblo%20Mexican%20Grill%207003%20University%20City%20Boulevard%20Charlotte%20NC,"Mi Pueblo Mexican Grill 7003 University City Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Steak 'n Shake,1926 Sardis Road North,28270,https://www.steaknshake.com/locations/nc-charlotte-sardis-road-n/,,https://www.steaknshake.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Steak%20'n%20Shake%209700%20South%20Boulevard%20Charlotte%20NC,"Steak 'n Shake 9700 South Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Chili's,2521 Sardis Road North,28227,,,,https://www.google.com/maps/search/?api=1&query=Chili's%20500%20University%20Center%20Boulevard%20Charlotte%20NC,"Chili's 500 University Center Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Crown Point Crabhouse,2518 Sardis Road North,28227,https://www.crownpointcrabhouse.com,false,https://www.crownpointcrabhouse.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Crown%20Point%20Crabhouse%202518%20Sardis%20Road%20North%20Charlotte%20NC,"Crown Point Crabhouse 2518 Sardis Road North Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Sut's Barrel House,3215 North Davidson Street,28205,,,,https://www.google.com/maps/search/?api=1&query=Sut's%20Barrel%20House%203215%20North%20Davidson%20Street%20Charlotte%20NC,"Sut's Barrel House 3215 North Davidson Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Cheif's Coffee & Cocktails,3024 North Davidson Street,28205,,,,https://www.google.com/maps/search/?api=1&query=Cheif's%20Coffee%20%26%20Cocktails%203024%20North%20Davidson%20Street%20Charlotte%20NC,"Cheif's Coffee & Cocktails 3024 North Davidson Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
The Improper Pig,1600 Central Avenue,28205,https://theimproperpigreafarms.com,,https://theimproperpigreafarms.com/robots.txt,https://www.google.com/maps/search/?api=1&query=The%20Improper%20Pig%201600%20Central%20Avenue%20Charlotte%20NC,"The Improper Pig 1600 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Supperland,1212 The Plaza,28205,,,,https://www.google.com/maps/search/?api=1&query=Supperland%201212%20The%20Plaza%20Charlotte%20NC,"Supperland 1212 The Plaza Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
NoDa Brewing Company,2229 North Davidson Street,28205,,,,https://www.google.com/maps/search/?api=1&query=NoDa%20Brewing%20Company%202921%20North%20Tryon%20Street%20Charlotte%20NC,"NoDa Brewing Company 2921 North Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Eden of Plaza,1212 Pecan Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Eden%20of%20Plaza%201212%20Pecan%20Avenue%20Charlotte%20NC,"Eden of Plaza 1212 Pecan Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Diamond Restaurant,1901 Commonwealth Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Diamond%20Restaurant%201901%20Commonwealth%20Avenue%20Charlotte%20NC,"Diamond Restaurant 1901 Commonwealth Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Petra's,1917 Commonwealth Avenue,28205,https://petrasbar.com,false,https://petrasbar.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Petra's%201917%20Commonwealth%20Avenue%20Charlotte%20NC,"Petra's 1917 Commonwealth Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Intermezzo,,,,,,https://www.google.com/maps/search/?api=1&query=Intermezzo%20%20Charlotte%20NC,"Intermezzo  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Bulldog Taproom/Social,3228 North Davidson Street,28205,https://www.bulldogclt.com/noda,false,https://www.bulldogclt.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Bulldog%20Taproom%2FSocial%203228%20North%20Davidson%20Street%20Charlotte%20NC,"Bulldog Taproom/Social 3228 North Davidson Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Midwood Country Club,2123 Central Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Midwood%20Country%20Club%202123%20Central%20Avenue%20Charlotte%20NC,"Midwood Country Club 2123 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Sweet Lew's BBQ,923 Belmont Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Sweet%20Lew's%20BBQ%20923%20Belmont%20Avenue%20Charlotte%20NC,"Sweet Lew's BBQ 923 Belmont Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Mezzo Market,2212 The Plaza,28205,https://mezzomarketclt.com,true,https://mezzomarketclt.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Mezzo%20Market%202212%20The%20Plaza%20Charlotte%20NC,"Mezzo Market 2212 The Plaza Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Snug Harbor,1228 Gordon Street,28205,,,,https://www.google.com/maps/search/?api=1&query=Snug%20Harbor%201228%20Gordon%20Street%20Charlotte%20NC,"Snug Harbor 1228 Gordon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
La Unica,,,,,,https://www.google.com/maps/search/?api=1&query=La%20Unica%20%20Charlotte%20NC,"La Unica  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Starlight on 22nd,422 East 22nd Street,28206,,,,https://www.google.com/maps/search/?api=1&query=Starlight%20on%2022nd%20422%20East%2022nd%20Street%20Charlotte%20NC,"Starlight on 22nd 422 East 22nd Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Brooks' Sandwich House,2710 North Brevard Street,28205,,,,https://www.google.com/maps/search/?api=1&query=Brooks'%20Sandwich%20House%202710%20North%20Brevard%20Street%20Charlotte%20NC,"Brooks' Sandwich House 2710 North Brevard Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
China Bowl,3101 The Plaza,28205,,,,https://www.google.com/maps/search/?api=1&query=China%20Bowl%203101%20The%20Plaza%20Charlotte%20NC,"China Bowl 3101 The Plaza Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Chasers Nightclub,3217 The Plaza,28205,,,,https://www.google.com/maps/search/?api=1&query=Chasers%20Nightclub%203217%20The%20Plaza%20Charlotte%20NC,"Chasers Nightclub 3217 The Plaza Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
McHale's Pub,3112 North Davidson Street,28205,https://mchalespubnoda.com,true,https://mchalespubnoda.com/robots.txt,https://www.google.com/maps/search/?api=1&query=McHale's%20Pub%203112%20North%20Davidson%20Street%20Charlotte%20NC,"McHale's Pub 3112 North Davidson Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Smelly Cat Coffee House & Roastery,514 East 36th Street,28205,,,,https://www.google.com/maps/search/?api=1&query=Smelly%20Cat%20Coffee%20House%20%26%20Roastery%20514%20East%2036th%20Street%20Charlotte%20NC,"Smelly Cat Coffee House & Roastery 514 East 36th Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Two Buck Saloon,1113 Hawthorne Lane,28205,,,,https://www.google.com/maps/search/?api=1&query=Two%20Buck%20Saloon%201113%20Hawthorne%20Lane%20Charlotte%20NC,"Two Buck Saloon 1113 Hawthorne Lane Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Undercurrent Coffee,2012 Commonwealth Avenue,28205,www.undercurrentcoffee.com,,,https://www.google.com/maps/search/?api=1&query=Undercurrent%20Coffee%20%20Charlotte%20NC,"Undercurrent Coffee  Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Workman's Friend,1531 Central Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Workman's%20Friend%201531%20Central%20Avenue%20Charlotte%20NC,"Workman's Friend 1531 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Whiskey Warehouse,1221 The Plaza,28205,https://www.whiskeywarehouse.com/,false,https://www.whiskeywarehouse.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Whiskey%20Warehouse%201221%20The%20Plaza%20Charlotte%20NC,"Whiskey Warehouse 1221 The Plaza Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Thirsty Beaver,1225 Central Avenue,28204,,,,https://www.google.com/maps/search/?api=1&query=Thirsty%20Beaver%201225%20Central%20Avenue%20Charlotte%20NC,"Thirsty Beaver 1225 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Pinhouse,2306 Central Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Pinhouse%202306%20Central%20Avenue%20Charlotte%20NC,"Pinhouse 2306 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
ACE No. 3 Belmont Village,1001 Belmont Avenue,28205,https://www.aceno3.com/belmontvillage,,https://www.aceno3.com/robots.txt,https://www.google.com/maps/search/?api=1&query=ACE%20No.%203%20Belmont%20Village%201001%20Belmont%20Avenue%20Charlotte%20NC,"ACE No. 3 Belmont Village 1001 Belmont Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Resident Culture Brewing Company,2101 Central Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Resident%20Culture%20Brewing%20Company%202101%20Central%20Avenue%20Charlotte%20NC,"Resident Culture Brewing Company 2101 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Billy Jack's Shack,3220 North Davidson Street,28205,https://www.jackbrownsjoint.com/locations/charlotte-nc,false,https://www.jackbrownsjoint.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Billy%20Jack's%20Shack%203220%20North%20Davidson%20Street%20Charlotte%20NC,"Billy Jack's Shack 3220 North Davidson Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Free Range Brewing,2320 North Davidson Street,28205,,,,https://www.google.com/maps/search/?api=1&query=Free%20Range%20Brewing%20301%20Camp%20Road%20Charlotte%20NC,"Free Range Brewing 301 Camp Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Legion Brewing,1906 Commonwealth Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Legion%20Brewing%201906%20Commonwealth%20Avenue%20Charlotte%20NC,"Legion Brewing 1906 Commonwealth Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
The Sandwich Shop,1235 East 34th Street,28205,,,,https://www.google.com/maps/search/?api=1&query=The%20Sandwich%20Shop%201235%20East%2034th%20Street%20Charlotte%20NC,"The Sandwich Shop 1235 East 34th Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Growler's Pourhouse,3120 North Davidson Street,28205,,,,https://www.google.com/maps/search/?api=1&query=Growler's%20Pourhouse%203120%20North%20Davidson%20Street%20Charlotte%20NC,"Growler's Pourhouse 3120 North Davidson Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Hillside Caribbean Cuisine,1113 Pegram Street,28205,,,,https://www.google.com/maps/search/?api=1&query=Hillside%20Caribbean%20Cuisine%201113%20Pegram%20Street%20Charlotte%20NC,"Hillside Caribbean Cuisine 1113 Pegram Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Thomas Street Tavern,1218 Thomas Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Thomas%20Street%20Tavern%201218%20Thomas%20Avenue%20Charlotte%20NC,"Thomas Street Tavern 1218 Thomas Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Fuel Pizza,1501 Central Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Fuel%20Pizza%201501%20Central%20Avenue%20Charlotte%20NC,"Fuel Pizza 1501 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Painted Rooster,1601 Central Avenue,28205,https://bigpaintedrooster.com,false,https://bigpaintedrooster.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Painted%20Rooster%201601%20Central%20Avenue%20Charlotte%20NC,"Painted Rooster 1601 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Milkbread,1431 Central Avenue,28205,https://www.milkbread.com,false,https://www.milkbread.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Milkbread%20525%20South%20Tryon%20Street%20Charlotte%20NC,"Milkbread 525 South Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Grinning Mule,1109 Morningside Drive,28205,https://grinningmule.org,,https://grinningmule.org/robots.txt,https://www.google.com/maps/search/?api=1&query=Grinning%20Mule%201109%20Morningside%20Drive%20Charlotte%20NC,"Grinning Mule 1109 Morningside Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Noda Company Store,3221 Yadkin Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Noda%20Company%20Store%203221%20Yadkin%20Avenue%20Charlotte%20NC,"Noda Company Store 3221 Yadkin Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Dish,1220 Thomas Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Dish%201220%20Thomas%20Avenue%20Charlotte%20NC,"Dish 1220 Thomas Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
The Goodyear House,3032 North Davidson Street,28205,,,,https://www.google.com/maps/search/?api=1&query=The%20Goodyear%20House%203032%20North%20Davidson%20Street%20Charlotte%20NC,"The Goodyear House 3032 North Davidson Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Dilworth Tasting Room,1413 Central Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Dilworth%20Tasting%20Room%201413%20Central%20Avenue%20Charlotte%20NC,"Dilworth Tasting Room 1413 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Birdsong Brewing Company,1016 North Davidson Street,28206,,,,https://www.google.com/maps/search/?api=1&query=Birdsong%20Brewing%20Company%201016%20North%20Davidson%20Street%20Charlotte%20NC,"Birdsong Brewing Company 1016 North Davidson Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Heist Brewery,2909 North Davidson Street,28205,https://www.heistbrewery.com/,,,https://www.google.com/maps/search/?api=1&query=Heist%20Brewery%201102%20Woodward%20Avenue%20Charlotte%20NC,"Heist Brewery 1102 Woodward Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Oh My Soul,3046 North Davidson Street,28205,,,,https://www.google.com/maps/search/?api=1&query=Oh%20My%20Soul%203046%20North%20Davidson%20Street%20Charlotte%20NC,"Oh My Soul 3046 North Davidson Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Skrimp Shack,3718 Central Avenue,28205,,,,https://www.google.com/maps/search/?api=1&query=Skrimp%20Shack%203718%20Central%20Avenue%20Charlotte%20NC,"Skrimp Shack 3718 Central Avenue Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Showmars,3225 Eastway Drive,28205,,,,https://www.google.com/maps/search/?api=1&query=Showmars%20201%20South%20College%20Street%20Charlotte%20NC,"Showmars 201 South College Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Church's Chicken,3217 Eastway Drive,28205,https://locations.churchs.com/nc/charlotte/3217-eastway-drive,true,https://locations.churchs.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Church's%20Chicken%203443%20Wilkinson%20Boulevard%20Charlotte%20NC,"Church's Chicken 3443 Wilkinson Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Nubian Queens,413 Eastway Drive,28215,,,,https://www.google.com/maps/search/?api=1&query=Nubian%20Queens%20413%20Eastway%20Drive%20Charlotte%20NC,"Nubian Queens 413 Eastway Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
King Crab,7401 East Independence Boulevard,28227,,,,https://www.google.com/maps/search/?api=1&query=King%20Crab%207401%20East%20Independence%20Boulevard%20Charlotte%20NC,"King Crab 7401 East Independence Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Church's Chicken,1735 West Trade Street,28216,https://locations.churchs.com/nc/charlotte/1735-w-trade-street,true,https://locations.churchs.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Church's%20Chicken%203443%20Wilkinson%20Boulevard%20Charlotte%20NC,"Church's Chicken 3443 Wilkinson Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Mama Gee's,509 Beatties Ford Road,28216,,,,https://www.google.com/maps/search/?api=1&query=Mama%20Gee's%20509%20Beatties%20Ford%20Road%20Charlotte%20NC,"Mama Gee's 509 Beatties Ford Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Pinky's Westside Grill,1600 West Morehead Street,28208,https://eatatpinkys.com/,false,https://eatatpinkys.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Pinky's%20Westside%20Grill%201600%20West%20Morehead%20Street%20Charlotte%20NC,"Pinky's Westside Grill 1600 West Morehead Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Town Brewing Co,800 Grandin Road,28208,,,,https://www.google.com/maps/search/?api=1&query=Town%20Brewing%20Co%20800%20Grandin%20Road%20Charlotte%20NC,"Town Brewing Co 800 Grandin Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Corner Cafe and Catering,11200 Nations Ford Road,28134,,,,https://www.google.com/maps/search/?api=1&query=Corner%20Cafe%20and%20Catering%2011200%20Nations%20Ford%20Road%20Charlotte%20NC,"Corner Cafe and Catering 11200 Nations Ford Road Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Morazon Restaurant,201 Archdale Drive,28217,,,,https://www.google.com/maps/search/?api=1&query=Morazon%20Restaurant%20201%20Archdale%20Drive%20Charlotte%20NC,"Morazon Restaurant 201 Archdale Drive Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Chicken King,,,,,,https://www.google.com/maps/search/?api=1&query=Chicken%20King%202604%20West%20Boulevard%20Charlotte%20NC,"Chicken King 2604 West Boulevard Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
Jack in the Box,,,https://locations.jackinthebox.com/us/nc/charlotte/7806-forest-point-blvd,true,https://locations.jackinthebox.com/robots.txt,https://www.google.com/maps/search/?api=1&query=Jack%20in%20the%20Box%2010121%20North%20Tryon%20Street%20Charlotte%20NC,"Jack in the Box 10121 North Tryon Street Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
(Unnamed),,,https://www.phatburrito.com/,true,https://www.phatburrito.com/robots.txt,https://www.google.com/maps/search/?api=1&query=(Unnamed)%203543%20Dewitt%20Lane%20Charlotte%20NC,"(Unnamed) 3543 Dewitt Lane Charlotte NC (specials OR ""happy hour"" OR menu OR tacos OR wings)",
